day,fair
03-10-2018,153
28-02-2019,87
20-07-2020,342
23-09-2018,435
28-04-2019,202
29-10-2020,199
25-04-2019,467
01-08-2019,496
17-09-2020,114
10-01-2020,303
23-04-2019,154
10-02-2019,282
16-06-2018,126
20-08-2019,222
09-08-2018,320
16-07-2018,441
19-08-2020,450
30-11-2020,446
27-06-2018,147
25-08-2019,167
18-03-2018,463
17-09-2018,378
08-04-2018,458
15-03-2019,121
19-05-2020,433
28-02-2018,211
29-09-2019,387
10-02-2020,171
24-04-2019,338
07-07-2020,312
24-12-2020,338
02-05-2019,493
06-11-2019,388
16-05-2018,333
26-11-2019,448
30-03-2018,484
17-12-2019,94
01-11-2020,163
27-12-2018,264
11-08-2020,452
26-03-2019,371
15-12-2019,350
17-05-2018,365
22-08-2020,401
10-01-2020,319
06-06-2020,157
19-05-2018,349
22-10-2018,374
25-02-2019,351
06-10-2019,60
24-05-2020,50
18-05-2020,75
12-02-2018,77
29-09-2019,454
04-01-2020,498
30-04-2018,401
24-10-2020,435
30-09-2020,397
09-07-2019,467
23-04-2018,443
29-05-2018,436
31-03-2020,472
26-04-2020,346
19-11-2019,453
28-01-2019,83
10-11-2020,304
09-08-2018,391
06-09-2018,145
02-03-2019,375
22-04-2018,171
04-10-2018,400
12-05-2018,77
10-11-2018,296
12-07-2019,488
14-03-2018,108
05-02-2020,323
22-04-2018,193
31-01-2019,147
20-07-2020,96
03-10-2019,69
25-01-2020,56
05-01-2019,76
10-09-2018,329
22-03-2018,483
22-05-2018,104
13-12-2020,60
02-10-2019,295
24-12-2018,157
12-03-2019,363
16-05-2019,495
19-04-2019,199
26-09-2020,141
20-04-2019,419
16-10-2019,54
23-04-2018,292
01-01-2019,369
24-07-2018,385
27-11-2018,245
13-06-2019,71
02-02-2019,456
15-11-2018,378
08-11-2020,156
22-06-2019,423
07-06-2019,214
20-10-2020,273
23-12-2019,481
16-04-2020,271
25-07-2020,232
07-12-2018,459
22-06-2018,178
11-08-2019,321
06-07-2020,361
17-07-2020,460
19-10-2019,276
20-10-2019,236
08-03-2018,57
30-08-2020,108
01-08-2018,123
20-08-2018,210
15-03-2019,64
06-04-2020,464
15-11-2020,255
17-10-2020,73
04-12-2018,250
03-06-2018,356
24-10-2020,248
04-11-2019,486
07-02-2018,191
22-02-2018,450
22-09-2018,112
08-09-2020,378
09-09-2018,425
13-06-2020,430
10-12-2018,140
30-12-2019,401
05-11-2018,385
30-05-2018,79
26-07-2018,147
17-02-2019,275
27-02-2018,135
05-01-2020,93
28-06-2018,344
08-06-2020,157
20-08-2020,90
16-09-2020,67
12-09-2019,298
13-01-2019,386
13-11-2019,352
02-12-2020,155
04-02-2018,299
08-09-2019,423
31-05-2020,209
23-07-2018,455
16-03-2020,96
04-12-2019,239
19-12-2018,319
01-09-2018,305
20-08-2020,323
12-04-2020,196
24-02-2020,312
10-04-2020,119
18-06-2020,101
31-07-2020,334
07-11-2020,319
09-01-2018,325
09-04-2018,340
02-10-2019,181
04-03-2020,246
09-05-2018,372
05-10-2018,103
12-06-2019,322
05-07-2018,280
16-06-2018,89
06-12-2020,329
10-11-2018,132
07-01-2019,107
31-01-2018,182
29-09-2019,239
15-04-2018,257
25-09-2020,320
30-09-2019,57
06-07-2020,301
24-07-2020,260
16-06-2020,457
29-10-2020,90
22-03-2018,451
03-08-2020,322
11-10-2019,102
31-08-2019,130
26-10-2020,326
12-08-2018,63
13-07-2018,329
04-04-2019,370
01-11-2019,75
16-04-2018,60
16-05-2018,147
17-09-2018,371
26-07-2019,122
29-07-2018,141
21-02-2020,375
19-06-2018,177
18-10-2018,342
26-11-2018,55
06-02-2020,235
21-04-2018,174
28-03-2018,385
12-10-2018,279
15-02-2018,262
20-10-2019,184
24-05-2018,132
28-09-2020,445
14-08-2019,76
26-12-2019,186
06-05-2018,252
01-07-2019,215
12-11-2020,369
31-03-2018,437
10-02-2018,497
14-06-2018,124
09-04-2020,340
03-03-2020,482
18-01-2020,312
02-07-2018,226
05-01-2018,500
06-07-2019,368
01-03-2019,482
17-07-2019,459
26-12-2019,302
02-03-2019,169
21-07-2020,481
28-04-2019,462
23-01-2018,471
16-08-2019,209
25-08-2020,281
21-05-2018,126
16-05-2018,444
31-05-2020,309
14-01-2019,56
28-01-2020,301
25-03-2019,204
02-11-2018,54
16-05-2018,405
13-11-2020,399
04-08-2019,328
26-11-2018,431
01-01-2019,178
07-08-2019,234
01-01-2020,199
03-04-2018,380
13-05-2020,436
09-12-2019,317
30-03-2020,318
18-10-2018,151
13-04-2019,300
04-05-2018,223
15-04-2018,467
19-11-2019,216
12-09-2018,441
10-02-2019,169
19-06-2020,499
18-12-2020,337
27-06-2018,320
28-04-2020,351
20-09-2018,251
19-01-2020,94
28-02-2020,292
18-05-2019,277
11-02-2018,192
24-07-2020,121
13-02-2020,313
03-09-2020,201
11-11-2018,282
27-05-2018,227
18-06-2020,381
21-07-2020,79
15-08-2019,87
24-07-2018,381
06-11-2019,262
15-06-2019,412
13-02-2020,264
08-08-2019,139
23-04-2018,392
21-03-2018,217
30-12-2019,469
17-06-2020,418
28-05-2019,453
04-12-2018,419
11-11-2018,378
21-11-2018,203
17-03-2019,497
20-11-2018,212
12-07-2019,166
26-01-2020,315
03-10-2019,276
20-08-2019,377
01-02-2018,269
20-03-2019,158
21-11-2020,380
09-12-2020,87
18-06-2019,246
15-06-2018,225
11-04-2018,473
06-05-2020,332
20-09-2018,94
07-07-2018,448
23-11-2019,424
26-04-2019,208
10-10-2019,458
19-09-2020,356
05-02-2019,482
02-10-2019,177
14-01-2019,158
29-03-2020,496
19-06-2020,106
19-01-2018,121
30-04-2018,227
08-03-2020,297
12-06-2020,348
22-11-2020,304
12-10-2018,421
12-06-2019,112
31-05-2019,142
14-06-2018,231
14-01-2020,323
06-06-2019,187
15-08-2019,98
03-05-2018,90
14-05-2020,488
20-05-2018,366
06-01-2019,191
08-07-2018,114
14-05-2019,263
23-05-2020,380
06-01-2020,81
15-12-2019,255
29-07-2019,100
05-08-2019,294
17-04-2019,98
01-02-2020,120
01-02-2020,357
28-10-2019,109
20-07-2020,290
17-11-2018,437
10-08-2019,219
03-05-2018,486
24-06-2018,96
10-03-2018,417
25-12-2019,462
07-03-2020,395
11-02-2020,107
13-06-2019,500
02-04-2020,208
03-07-2019,184
24-02-2018,247
18-02-2020,404
11-09-2020,56
29-07-2019,123
11-10-2020,316
22-04-2020,239
10-10-2018,397
28-02-2019,319
18-10-2019,132
29-07-2020,204
04-04-2018,267
03-01-2020,365
19-07-2018,69
24-12-2019,356
19-03-2018,295
18-10-2018,397
29-04-2020,498
09-07-2019,270
02-07-2018,279
30-10-2020,233
13-01-2020,326
12-03-2020,393
19-05-2018,199
24-02-2019,471
02-09-2019,453
13-12-2019,234
03-06-2020,153
10-12-2018,109
30-08-2020,255
03-11-2019,305
30-03-2018,149
25-10-2020,341
09-06-2020,173
26-10-2020,165
22-08-2018,214
16-10-2019,53
25-11-2018,488
03-04-2018,478
12-08-2018,340
21-06-2019,186
24-08-2018,412
06-08-2018,183
10-03-2018,327
11-03-2019,493
14-10-2019,55
14-10-2018,297
30-10-2018,168
06-02-2019,232
02-09-2018,269
15-05-2020,243
11-06-2018,303
07-11-2018,310
30-03-2019,244
30-12-2018,295
11-06-2020,143
29-07-2020,68
31-01-2020,465
30-10-2018,266
04-05-2019,229
22-03-2020,193
30-05-2019,162
04-06-2019,225
27-06-2019,214
17-04-2019,55
26-01-2020,465
03-05-2019,338
10-09-2018,51
26-05-2019,118
08-02-2018,123
12-03-2019,101
28-12-2019,318
23-07-2020,296
29-09-2019,381
20-06-2018,401
04-06-2019,153
21-02-2018,341
27-07-2020,414
06-02-2018,139
19-08-2020,311
09-02-2020,153
23-12-2018,319
18-01-2019,389
13-05-2020,297
24-06-2019,318
05-01-2019,242
19-05-2020,492
19-11-2020,253
08-10-2019,128
12-06-2018,219
29-10-2018,289
29-04-2020,54
25-01-2019,75
14-08-2018,289
29-09-2020,197
25-04-2019,246
18-04-2018,466
12-05-2020,252
13-08-2019,407
09-03-2018,449
18-04-2019,374
17-03-2019,348
04-07-2019,441
13-06-2019,428
12-05-2018,96
13-03-2020,441
25-06-2019,65
15-03-2019,451
21-10-2019,274
16-03-2018,468
24-06-2018,202
07-08-2020,60
04-11-2018,442
03-12-2018,352
06-02-2020,239
01-02-2018,157
09-06-2020,204
24-04-2019,447
26-01-2020,387
21-04-2018,370
10-09-2018,392
14-03-2019,111
27-12-2019,398
18-08-2018,276
15-08-2018,160
29-09-2018,80
02-05-2018,289
29-10-2019,462
25-10-2019,198
16-03-2019,248
14-02-2019,272
23-05-2018,55
15-07-2018,93
21-04-2018,129
15-04-2020,313
19-11-2018,466
27-09-2019,420
18-11-2018,408
24-04-2019,353
08-12-2018,241
02-03-2018,146
07-08-2020,97
20-06-2019,381
23-01-2020,194
01-02-2020,126
03-10-2019,411
25-04-2018,216
25-02-2020,157
28-04-2020,315
17-12-2019,96
23-01-2018,126
25-09-2018,254
21-07-2018,134
15-06-2019,334
25-11-2018,212
22-10-2019,273
17-02-2020,276
11-05-2019,59
14-08-2020,384
15-05-2019,132
14-06-2020,77
01-02-2020,410
25-04-2019,266
02-02-2018,445
22-09-2018,59
17-12-2018,411
13-06-2020,400
07-10-2020,387
06-05-2019,265
02-02-2018,169
13-06-2019,417
15-12-2020,492
14-03-2019,358
18-08-2018,212
01-01-2019,430
02-03-2019,158
11-05-2020,149
24-05-2020,209
03-05-2019,260
01-01-2019,158
16-05-2018,111
17-07-2018,244
14-05-2020,91
18-05-2018,350
08-04-2019,188
28-07-2019,69
27-08-2018,145
14-09-2019,272
28-06-2018,315
14-11-2020,142
05-05-2020,418
20-02-2020,85
15-12-2019,408
07-11-2018,266
13-01-2018,259
12-08-2018,313
30-09-2020,179
07-09-2020,52
22-07-2019,126
10-09-2018,473
23-12-2018,383
14-09-2018,353
27-04-2020,317
02-11-2019,375
17-11-2018,194
11-04-2018,156
13-07-2020,492
19-05-2020,129
19-10-2018,142
19-04-2020,269
29-09-2020,158
07-02-2020,223
24-10-2019,254
14-12-2019,458
16-04-2019,366
07-02-2018,96
04-04-2020,431
21-10-2019,305
03-06-2018,182
19-08-2019,110
14-11-2020,194
24-08-2020,453
07-11-2019,403
09-06-2019,386
22-08-2019,154
25-11-2019,115
28-02-2019,68
03-03-2019,230
20-06-2018,379
23-01-2020,446
25-09-2018,230
18-10-2019,457
06-05-2020,57
01-06-2018,210
28-01-2020,314
11-11-2019,363
02-04-2019,460
28-05-2019,193
24-05-2020,368
28-06-2019,291
13-07-2019,463
23-07-2020,165
18-09-2020,167
08-11-2020,228
16-06-2018,490
29-08-2019,265
09-02-2018,356
20-09-2020,396
28-07-2018,447
14-04-2018,111
20-05-2018,132
09-11-2020,488
08-01-2020,403
01-09-2018,320
20-03-2018,343
07-04-2018,342
25-11-2019,204
20-10-2019,312
24-08-2019,228
01-06-2019,142
30-10-2020,71
27-06-2019,278
22-10-2020,296
18-01-2020,155
29-08-2020,145
28-12-2020,185
29-07-2019,311
29-03-2020,417
22-11-2019,69
14-04-2018,314
01-09-2020,334
22-11-2018,309
23-04-2020,424
27-06-2020,242
04-05-2018,150
03-09-2019,453
08-05-2020,215
05-06-2019,299
21-04-2018,320
13-10-2018,402
25-04-2020,94
21-03-2018,450
02-04-2020,284
26-11-2018,489
17-06-2018,417
01-04-2020,191
25-06-2019,364
02-06-2019,101
15-05-2018,300
09-12-2020,164
29-11-2020,76
19-09-2018,92
15-03-2020,95
02-08-2018,143
14-09-2018,500
03-02-2020,309
13-04-2018,494
25-09-2018,266
06-07-2020,169
05-04-2018,446
18-03-2019,498
06-08-2020,190
06-07-2020,85
13-06-2019,103
12-10-2020,124
18-12-2020,421
15-11-2020,326
14-12-2018,260
12-09-2018,471
26-03-2020,273
24-11-2019,160
05-10-2019,232
08-07-2018,345
21-07-2018,169
08-10-2020,213
07-11-2018,355
17-04-2019,426
03-02-2020,58
03-02-2018,397
24-09-2018,66
06-08-2020,492
07-11-2019,412
25-07-2020,95
12-03-2019,466
22-03-2018,239
27-11-2019,117
31-07-2020,269
03-02-2019,376
06-09-2020,405
14-07-2019,206
16-04-2019,225
04-08-2020,384
06-01-2018,164
15-09-2018,467
02-11-2020,489
20-01-2019,124
05-01-2020,161
08-04-2020,323
11-08-2020,492
28-03-2018,172
13-12-2019,61
29-12-2020,81
18-07-2020,114
07-01-2020,451
11-01-2020,435
13-02-2020,403
30-12-2018,233
05-04-2018,253
03-10-2020,402
08-05-2019,190
09-10-2020,478
05-09-2019,396
23-11-2020,86
07-08-2018,235
04-09-2019,481
22-03-2018,64
11-08-2020,246
15-06-2018,437
22-06-2018,415
30-11-2018,330
20-09-2018,321
17-05-2019,74
17-02-2018,162
08-01-2018,98
05-06-2020,441
08-05-2020,296
01-07-2019,200
20-09-2018,385
01-04-2018,57
21-09-2019,66
13-04-2019,461
11-06-2020,474
07-02-2019,228
29-08-2019,95
20-07-2019,254
03-04-2019,92
29-09-2020,494
09-05-2020,219
02-03-2019,196
02-01-2018,405
09-02-2019,66
28-10-2018,309
03-10-2020,121
06-09-2020,144
16-09-2019,180
24-12-2018,365
25-10-2018,138
11-05-2019,242
19-12-2019,152
05-09-2019,318
08-08-2018,365
21-07-2020,124
28-01-2019,150
21-01-2019,321
12-04-2019,271
25-07-2020,456
20-05-2019,294
28-02-2019,116
02-10-2018,379
24-04-2018,183
17-01-2018,312
28-01-2018,447
04-04-2018,252
22-05-2020,301
15-03-2019,282
28-10-2018,65
21-07-2020,358
29-07-2018,133
03-04-2018,127
21-10-2019,408
27-08-2020,472
26-11-2019,202
03-12-2020,301
15-08-2020,499
18-10-2018,329
25-08-2019,385
20-03-2018,254
13-06-2018,476
23-09-2020,248
18-07-2019,137
30-03-2019,443
09-02-2018,331
08-11-2019,169
01-08-2019,82
02-02-2018,394
15-10-2018,391
16-04-2019,169
03-04-2020,411
15-06-2018,291
14-07-2018,57
08-08-2020,67
24-07-2020,409
19-07-2019,280
18-05-2019,228
19-04-2020,248
23-11-2018,81
22-06-2018,489
15-05-2018,222
05-12-2020,281
12-12-2018,228
21-04-2018,462
20-02-2019,298
05-06-2020,178
31-08-2018,493
20-10-2018,240
15-09-2020,457
08-01-2020,109
24-04-2020,263
14-10-2018,304
17-04-2018,147
05-03-2019,137
16-10-2018,293
12-08-2018,92
01-11-2019,270
05-10-2019,270
07-05-2019,288
20-10-2018,109
08-05-2019,445
23-03-2019,230
16-02-2020,364
27-06-2020,203
11-02-2018,408
06-12-2019,53
09-11-2019,495
29-03-2019,385
27-05-2019,149
09-12-2018,154
12-01-2018,415
07-05-2018,52
28-01-2020,412
29-12-2020,325
18-04-2020,62
19-10-2019,265
01-05-2020,194
22-12-2019,69
09-02-2020,351
03-06-2018,500
26-01-2020,434
23-12-2018,403
02-03-2018,122
13-07-2019,337
01-12-2019,163
09-08-2020,463
04-01-2018,300
29-03-2020,484
10-08-2020,366
15-06-2018,249
12-09-2020,277
19-02-2019,218
14-07-2018,303
25-11-2018,467
14-04-2019,464
12-05-2019,261
13-03-2019,91
26-11-2020,232
01-12-2018,378
02-06-2020,422
15-03-2020,373
25-10-2020,389
14-10-2020,347
22-03-2018,293
11-12-2020,459
12-05-2020,124
16-07-2018,394
31-08-2018,174
19-08-2019,336
12-04-2019,425
10-05-2018,355
22-11-2020,418
06-06-2019,119
18-05-2020,250
29-03-2020,299
11-04-2019,268
13-07-2019,219
26-10-2020,321
04-05-2018,284
05-05-2019,138
17-12-2020,266
16-10-2018,398
14-12-2018,331
22-11-2018,414
01-09-2020,390
10-06-2020,174
08-08-2020,450
19-05-2018,107
03-08-2019,253
01-11-2018,322
01-05-2019,147
19-03-2020,314
24-09-2018,105
10-07-2020,74
08-04-2018,68
28-03-2018,497
10-08-2018,146
20-08-2018,453
25-05-2020,253
22-05-2020,391
12-10-2018,374
22-01-2019,460
08-02-2018,194
22-12-2020,279
17-10-2018,75
30-06-2020,219
02-02-2018,447
27-10-2019,239
16-10-2020,317
01-02-2018,77
06-03-2019,262
06-02-2018,300
07-05-2019,146
14-10-2020,320
14-07-2018,452
17-06-2019,248
11-05-2020,496
21-09-2020,283
16-04-2019,384
18-10-2018,367
09-10-2018,407
10-02-2019,438
10-07-2020,234
26-12-2020,262
17-08-2019,478
20-08-2019,444
25-05-2018,51
03-04-2018,368
15-04-2019,304
17-04-2020,165
12-05-2020,207
09-12-2019,135
02-01-2020,481
07-03-2019,242
04-02-2019,160
18-05-2019,311
28-11-2018,397
27-09-2019,432
21-05-2019,88
08-03-2018,408
25-08-2020,111
30-11-2018,122
14-03-2019,207
04-03-2019,319
12-04-2020,350
31-05-2019,438
04-01-2020,237
22-10-2018,123
19-12-2019,142
01-05-2020,431
17-01-2018,335
25-07-2020,340
19-11-2019,301
24-02-2019,430
17-12-2020,109
04-12-2020,283
23-03-2018,301
28-03-2020,168
13-12-2018,470
06-06-2018,125
27-03-2019,290
27-09-2019,398
10-04-2018,195
13-03-2020,494
15-09-2018,138
17-08-2019,447
20-08-2018,480
27-04-2020,364
07-12-2020,361
14-06-2019,277
20-03-2019,284
20-08-2018,294
01-06-2019,384
09-11-2019,197
18-03-2020,283
10-08-2020,233
08-12-2019,86
21-10-2018,437
02-09-2019,154
19-08-2019,396
08-09-2018,120
13-05-2020,434
08-12-2019,449
09-03-2020,418
20-01-2020,63
20-06-2018,295
06-07-2020,331
02-05-2018,208
27-06-2019,465
26-02-2019,378
19-04-2019,88
15-03-2019,248
24-03-2020,284
15-07-2020,427
19-01-2018,453
10-12-2020,407
16-10-2020,485
28-06-2019,286
26-12-2020,303
16-08-2019,301
19-04-2019,225
05-02-2019,151
03-09-2018,338
05-07-2018,78
16-09-2018,196
03-11-2019,422
28-07-2020,257
23-09-2018,225
06-08-2020,221
17-09-2019,140
23-10-2020,105
15-08-2018,327
31-10-2018,322
04-01-2020,140
25-09-2018,437
31-12-2020,114
20-07-2018,98
27-10-2019,458
18-12-2020,207
04-06-2018,414
12-11-2019,262
21-12-2019,500
18-03-2019,165
05-03-2020,408
09-02-2018,291
30-05-2020,240
24-08-2019,304
28-11-2019,165
27-07-2019,430
26-07-2019,241
15-03-2018,275
14-09-2019,187
17-11-2020,406
08-12-2018,451
05-03-2020,280
03-02-2019,231
20-12-2018,265
18-12-2020,180
07-09-2018,129
24-08-2020,203
30-06-2018,103
10-09-2020,265
01-03-2019,308
21-04-2018,386
24-06-2018,450
29-06-2020,410
13-11-2018,308
06-04-2020,169
16-06-2018,414
10-07-2020,124
19-10-2019,217
08-09-2018,247
03-01-2019,245
14-01-2019,99
30-12-2020,430
17-05-2020,289
06-09-2019,178
16-04-2020,256
25-04-2018,135
29-11-2018,352
25-10-2019,232
25-07-2020,117
16-08-2018,419
21-09-2018,320
02-10-2019,484
13-09-2020,180
21-10-2019,286
02-08-2019,294
23-11-2019,61
07-10-2018,359
10-09-2020,409
29-02-2020,84
11-05-2020,266
01-01-2018,188
04-11-2019,491
03-03-2018,121
20-04-2020,188
09-05-2018,295
16-06-2019,101
07-06-2018,213
23-09-2018,425
16-07-2019,97
15-11-2020,182
15-09-2018,382
21-09-2020,232
10-01-2018,427
18-01-2020,295
23-07-2018,300
15-04-2019,342
04-11-2019,412
15-09-2019,236
25-11-2019,425
09-08-2020,448
21-04-2020,137
17-10-2019,483
26-05-2018,388
20-10-2020,321
13-08-2019,182
30-07-2020,367
05-04-2018,193
29-06-2020,290
17-10-2020,107
12-09-2019,111
20-03-2018,302
18-10-2019,381
23-02-2019,175
19-08-2019,376
29-03-2020,364
11-04-2018,293
27-02-2019,423
22-11-2018,312
27-10-2019,193
22-08-2018,447
25-02-2019,56
10-03-2020,134
11-10-2018,482
27-12-2019,368
26-03-2019,337
25-10-2018,289
20-09-2020,70
02-10-2018,476
24-03-2020,167
15-03-2020,295
16-01-2019,140
22-07-2019,181
23-09-2019,457
31-07-2019,402
23-02-2018,166
28-04-2018,186
25-10-2018,236
25-08-2020,376
23-06-2018,364
21-12-2019,374
19-03-2018,323
06-05-2019,476
05-04-2020,342
31-01-2019,69
10-07-2019,168
01-04-2020,79
15-02-2018,399
24-06-2019,490
11-10-2019,472
30-06-2020,265
21-04-2020,322
24-12-2020,480
24-08-2020,142
20-08-2019,63
11-10-2020,391
24-02-2018,58
06-03-2019,421
29-01-2019,161
11-10-2019,125
30-12-2019,409
30-09-2019,179
26-07-2019,336
12-06-2020,249
11-07-2019,310
24-08-2018,476
08-08-2020,74
31-05-2019,364
26-08-2018,148
16-08-2020,484
30-01-2018,465
27-03-2020,320
05-05-2018,317
14-06-2020,469
01-08-2019,201
19-03-2020,341
30-07-2020,239
14-09-2019,422
06-04-2019,81
07-10-2018,76
17-02-2020,499
07-06-2020,349
29-11-2019,334
27-09-2018,257
07-03-2020,356
05-07-2018,426
02-11-2018,333
11-09-2020,463
05-02-2018,257
21-12-2019,289
23-05-2019,241
15-08-2020,260
13-06-2018,131
07-07-2018,360
11-05-2018,336
04-11-2020,101
05-12-2019,477
30-11-2019,137
10-02-2020,426
03-07-2018,355
04-12-2019,108
17-04-2020,306
03-12-2020,312
02-03-2019,336
29-05-2020,298
09-03-2019,68
01-05-2018,172
26-08-2018,484
02-09-2020,140
26-05-2019,281
18-09-2020,225
03-02-2020,405
08-05-2018,239
13-02-2020,259
15-03-2020,126
05-10-2019,108
24-05-2020,270
21-12-2019,165
13-01-2018,395
04-07-2018,138
06-01-2018,284
18-11-2018,67
16-05-2020,257
15-06-2018,228
21-03-2018,241
31-03-2018,66
11-02-2019,198
10-09-2019,376
09-12-2018,299
22-12-2020,164
05-06-2019,234
08-01-2019,166
16-11-2019,481
28-11-2020,182
04-10-2018,216
31-05-2018,203
24-01-2019,117
29-10-2020,302
31-01-2020,396
05-09-2020,210
01-06-2019,491
23-05-2018,272
30-08-2019,255
21-03-2020,98
26-12-2020,182
08-11-2018,250
13-10-2019,50
27-07-2020,178
13-08-2018,185
02-06-2018,246
25-08-2018,263
25-09-2020,321
22-10-2020,260
16-11-2019,335
29-04-2018,78
23-11-2019,73
25-10-2019,99
23-05-2018,105
23-01-2020,118
12-08-2020,372
16-01-2019,198
27-01-2019,119
16-11-2020,330
30-01-2018,400
22-02-2019,274
20-07-2020,145
01-08-2020,381
04-12-2020,494
08-02-2020,223
05-10-2018,373
28-08-2020,492
14-06-2019,468
31-07-2018,84
08-04-2019,252
10-07-2019,414
08-11-2020,428
21-05-2020,480
18-08-2019,265
21-07-2020,369
09-05-2020,470
09-01-2019,405
28-03-2018,242
05-07-2020,420
18-11-2018,58
31-05-2019,113
11-10-2020,135
13-07-2019,480
05-09-2019,125
02-11-2018,85
23-08-2018,175
05-06-2019,254
25-03-2020,332
04-09-2019,247
01-10-2018,312
27-04-2018,117
03-02-2019,396
10-06-2020,110
18-09-2020,461
07-04-2018,346
12-05-2019,425
15-07-2018,107
06-05-2018,129
03-09-2019,208
24-11-2020,498
10-02-2020,475
13-04-2018,259
03-10-2018,367
03-09-2020,175
16-02-2019,431
08-03-2018,312
04-11-2019,464
01-06-2018,397
21-03-2018,68
04-05-2020,295
30-10-2020,100
14-12-2019,151
30-06-2020,76
09-11-2020,433
15-07-2018,159
21-04-2018,131
28-01-2020,474
20-05-2018,222
25-11-2020,190
11-10-2018,422
09-07-2019,105
24-12-2018,123
21-04-2018,223
27-07-2019,310
06-07-2019,289
12-09-2020,252
30-03-2020,429
21-07-2018,73
29-08-2019,157
17-01-2020,424
30-06-2020,369
06-06-2020,441
25-02-2019,454
08-02-2018,274
04-08-2018,358
29-12-2019,477
02-05-2019,492
03-12-2018,230
24-09-2019,417
30-06-2019,372
31-07-2020,423
13-11-2019,477
09-01-2018,242
29-10-2020,209
01-10-2019,214
07-05-2018,281
09-11-2019,249
09-06-2020,268
03-10-2020,329
07-02-2018,287
17-02-2020,453
27-08-2019,428
04-08-2020,105
18-03-2019,164
26-05-2019,55
22-05-2018,189
17-10-2020,364
22-12-2020,213
12-05-2019,472
23-11-2020,221
14-06-2019,245
22-01-2018,416
19-11-2018,434
26-06-2019,294
04-05-2020,129
21-01-2020,401
11-11-2020,382
21-12-2019,338
26-12-2019,344
28-10-2018,335
30-03-2020,66
22-10-2020,51
22-09-2018,277
28-08-2018,487
20-12-2020,300
09-10-2018,108
31-10-2019,130
24-01-2019,237
30-06-2018,307
12-12-2019,333
01-09-2018,456
20-09-2020,220
06-12-2019,174
26-05-2019,219
09-12-2020,358
23-09-2019,216
27-01-2019,402
14-11-2018,279
25-11-2020,112
17-06-2018,235
30-06-2019,77
18-03-2018,456
24-05-2018,327
22-01-2019,494
01-12-2018,175
16-10-2018,289
24-08-2020,187
12-07-2018,193
08-02-2018,379
30-07-2020,335
14-03-2018,370
27-02-2018,374
07-11-2018,169
26-11-2019,457
08-05-2019,454
26-10-2018,310
08-05-2018,304
23-02-2018,243
26-04-2019,87
10-01-2018,419
08-07-2019,69
19-11-2019,371
02-02-2020,445
29-09-2019,381
05-12-2020,220
15-08-2018,478
19-12-2020,424
28-08-2018,372
21-11-2018,177
20-06-2019,210
18-09-2019,251
15-09-2018,215
25-05-2019,420
01-02-2018,450
21-02-2018,461
06-11-2019,261
01-02-2019,362
13-09-2020,303
12-07-2020,137
15-10-2019,392
06-07-2020,410
28-10-2020,132
19-06-2020,238
10-04-2019,139
29-03-2018,448
27-08-2019,364
27-01-2018,355
19-03-2020,92
23-10-2019,399
06-10-2019,302
15-01-2019,116
11-09-2018,68
23-08-2018,293
23-07-2018,190
15-08-2018,199
27-09-2018,385
04-06-2018,285
13-09-2019,106
04-06-2020,365
13-11-2018,126
04-05-2019,316
03-11-2019,407
06-07-2019,244
15-10-2018,451
10-10-2018,437
16-12-2019,145
18-10-2018,155
08-10-2020,94
14-12-2019,366
20-06-2020,450
28-12-2020,344
18-10-2018,91
08-07-2019,427
31-07-2018,126
06-07-2020,431
16-03-2020,391
29-09-2019,284
23-12-2019,170
09-11-2018,300
16-04-2018,232
23-05-2019,240
29-09-2018,148
18-05-2019,233
10-03-2020,363
03-11-2019,81
05-06-2018,414
26-06-2019,474
20-06-2018,81
19-02-2019,484
12-10-2018,179
02-11-2018,480
15-09-2018,447
23-09-2019,296
04-06-2020,463
11-12-2018,205
30-09-2018,119
14-06-2020,370
20-02-2020,468
25-03-2019,209
27-09-2019,472
14-09-2019,273
27-07-2020,447
27-03-2020,466
16-01-2020,197
09-02-2020,63
05-08-2018,387
19-05-2020,92
06-11-2018,420
22-06-2018,324
04-11-2018,467
16-01-2020,423
28-06-2018,93
30-08-2020,457
24-04-2018,240
15-06-2018,359
17-07-2020,499
14-03-2020,468
05-10-2019,92
24-08-2018,292
07-04-2020,239
09-02-2018,294
10-05-2019,464
10-09-2019,476
07-01-2019,60
09-05-2020,165
08-02-2020,363
09-10-2018,224
06-10-2018,282
16-08-2018,312
12-09-2018,254
09-05-2018,322
29-06-2018,443
17-12-2020,381
19-05-2018,189
26-06-2019,151
09-04-2020,352
04-05-2018,165
27-04-2019,260
29-04-2018,138
08-12-2020,151
05-05-2020,244
14-11-2018,139
22-06-2018,132
12-04-2018,481
08-08-2019,117
05-12-2020,316
24-05-2018,84
19-04-2019,78
02-08-2019,81
28-12-2019,321
25-10-2019,349
04-05-2020,456
16-03-2019,171
27-07-2019,155
14-09-2018,161
18-09-2020,97
28-02-2020,449
15-11-2020,334
06-04-2020,203
12-09-2020,103
06-08-2019,189
23-03-2018,209
16-07-2018,397
21-10-2020,378
14-11-2018,155
22-09-2020,94
21-05-2019,397
26-08-2018,127
19-09-2020,359
09-07-2018,122
13-08-2020,412
02-07-2020,180
20-02-2019,105
24-07-2018,328
13-09-2020,85
06-10-2018,51
17-06-2018,417
10-04-2020,290
19-03-2019,149
08-11-2020,407
